Course_ID,Course Name,Duration,Track,Difficulty Level,Course Rating,Course URL,Course Description,Skills,Done
99,Java Arrays and Loops,00:12:17,Software Development,Intermediate,Not Calibrated,https://youtu.be/1KTArjYPMEo?si=OD_VOtdUKY7qRGtR,"In this project you will read weather data from a file and populate an Array with the file data. The data is then sorted in an Array, and output to another file.  Loops are used in a Java program whenever a sequence of code must be repeated. A common use for a while loop is to read data from a file, where the file is of unknown length. A for loop, on the other hand is often used when the repeat count of a code sequence is known. A common use of a for loop is to iterate through an array. An Array is a list of items of a fixed size where each entry is the same type of data. The array could contain numbers, Strings of characters, or a user-defined data type.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",arrays  for loop  ordered pair  data type  while loop  iteration  sorting  project  null coalescing operator  numbers (spreadsheet) computer-science software-development,FALSE
100,Exploratory Data Analysis,00:08:19, Data Analysis / Data Science,Beginner,4.3,https://youtu.be/a4KiExvYJKo?si=NYxBkS99LsfwZbDR,"In this 1-hour long project-based course, you will learn exploratory data analysis techniques and create visual methods to analyze trends, patterns, and relationships in the data. By the end of this project, you will have applied EDA on a real-world dataset.  This class is for learners who want to use Python for applying data visualization and data analysis, and for learners who are currently taking a basic machine learning course or have already finished a machine learning course and are searching for a practical data visualization and analysis project course. Also, this project provides learners with basic knowledge about exploratory analysis and improves their skills in creating maps which helps them in fulfilling their career goals by adding this project to their portfolios.",General Statistics  information engineering  Exploratory Data Analysis  analysis  Python Programming  Data Science  Bioinformatics  p-value  Machine Learning  Data Analysis data-science data-analysis,FALSE
101,Java Classes and Objects,00:11:35,Software Development,Beginner,4.7,https://youtu.be/IUqKuGNasdM?si=ZXhw4tzL52wET6tE,"In Object-Oriented Programming in a language such as Java, Classes and Objects are often used interchangeably but there is a distinction between the two. A class is a blueprint for objects.   In this project you will create an application that defines a Car class and create one to many Car objects. A Car class contains the common attributes all cars have; color, make and model. When a Car Object is made from the Car class, it is then assigned a specific color, such as a red Nissan Sentra or a blue Toyota Camry.    Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",euler's totient function  class (computer programming)  c++  inventory  java (software platform)  objective-c  source code  ordered pair  Continuous Function  class variable computer-science software-development,FALSE
102,Probability and Statistics: To p or not to p?,00:03:59, Statistics / Data Science,Beginner,4.6,https://youtu.be/II1u1_zjxYg?si=KMmcjzAuDs9Y7b46,"We live in an uncertain and complex world, yet we continually have to make decisions in the present with uncertain future outcomes.  Indeed, we should be on the look-out for ""black swans"" - low-probability high-impact events.  To study, or not to study?  To invest, or not to invest?  To marry, or not to marry?  While uncertainty makes decision-making difficult, it does at least make life exciting!  If the entire future was known in advance, there would never be an element of surprise.  Whether a good future or a bad future, it would be a known future.  In this course we consider many useful tools to deal with uncertainty and help us to make informed (and hence better) decisions - essential skills for a lifetime of good decision-making.  Key topics include quantifying uncertainty with probability, descriptive statistics, point and interval estimation of means and proportions, the basics of hypothesis testing, and a selection of multivariate applications of key terms and concepts seen throughout the course.",Probability Distribution  Probability & Statistics  Studentized Residual  General Statistics  statistical hypothesis testing  hypothesis  p-value  hypothesis testing  monte carlo method  probability data-science probability-and-statistics,FALSE
103,The Bits and Bytes of Computer Networking,05:22:56,Network / Cybersecurity,Conversant,4.7,https://youtu.be/6StTCrZrihE?si=_VGQApRPdfCYVbjv,"This course is designed to provide a full overview of computer networking. We�ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting.   By the end of this course, you�ll be able to: ? describe computer networks in terms of a five-layer model ? understand all of the standard protocols involved with TCP/IP communications ? grasp powerful network troubleshooting tools and techniques ? learn network services like DNS and DHCP that help make computer networks run ? understand cloud computing, everything as a service, and cloud storage",modeling  ipv6 address  domain name system  wireless networking  Cloud Computing  wireless  Network Model  network layer  Computer Networking  ipv4 information-technology networking,FALSE
104,Advanced Relational Database and SQL,00:20:13,Data Analysis / Database Management / Data Engineering,Advanced,4.6,https://youtu.be/kq8aNv082Kk?si=Kec95IVTn2oBe6cP,"In this 1-hour long project-based course, you will gain hands-on experience and learn about Advanced SQL topics such as stored procedures, tiggers, functions, common table expressions and recursion. If you have intermediate level of experience with SQL and want to learn more, this course is for you!  Note: This is an Advanced level course. Taking my course ""Introduction to Relational Database and SQL"" and ""Intermediate Relational Database and SQL"" before taking this course is highly recommended. Especially if you do not have any previous experience with relational database and SQL.",PostgreSQL  unique key  euler's totient function  mysql  transact-sql  SQL  relational database  stored procedure  Databases  sql server management studio computer-science software-development,FALSE
105,Mathematical Biostatistics Boot Camp 2,00:01:09,Statistics / Data Science,Advanced,4.4,https://youtu.be/1jNottJPGFQ?si=cHIeuW0H3muJVtaU,"Learn fundamental concepts in data analysis and statistical inference, focusing on one and two independent samples.",ordered pair  General Statistics  odds  delta method  exact test  statistical hypothesis testing  Biostatistics  mathematical statistics  odds ratio  booting data-science probability-and-statistics,FALSE
106,Geo-Visualization in Python,00:28:13,Data Visualization / Data Science,Beginner,4.1,https://youtu.be/G3UomcjQXkk?si=iFUzmxzNxXt6f_Pb,"In this 1-hour long project-based course, you will learn geo-visualization and use it to plot useful maps for your data science projects. By the end of this project, you will have created and visualized geographical plots.  In order to be successful in this project, you should just know the basics of Python.",Map  Geovisualization  Data Science  PyTorch  project  euler's totient function  project mine  Python Programming  Geostatistics  php data-science data-analysis,FALSE
107,Python Data Structures,12:30:49,Software Development,Beginner,4.4,https://youtu.be/pkYVOmU3MgA?si=ApyzoIUBHn-pOlCg,"Data structures play a crucial role in application development. The proper selection of data structures is important for efficient algorithm development. The availability of a list, for example, greatly simplifies sorting a collection of data items.  It would be difficult to do this without that data structure, as you will see. This is why Programming languages like Python have certain fundamental data structures built into the language.  In this course, you will create a Python application that reads from a file containing words and their definitions. You will use Python�s built-in data structures to make a multiple choice quiz based on words and their definitions.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",euler's totient function  data item  Data Science  hive  Python Programming  Data Structures  Algorithms  Continuous Function  Computer Programming  Computer Science computer-science software-development,FALSE
108,JavaScript Numbers: Properties and Methods,00:29:05,Web Development / Cloud Computing,Beginner,5,https://youtu.be/WdiD3ZyMq34?si=t_siqAIm80Ppjvzz,"In this beginning-level project you will work with the number data type, and with properties and methods that apply to numbers. You will use Notepad++ to write JavaScript code and the Chrome browser to view your results. For a JavaScript programmer, understanding how to deal with variables that contain numbers is a prerequisite for any kind of number processing � even something as simple as accepting a number from a prompt() method and using it in a calculation.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",data type  Writing  .properties  text corpus  digital signature  Computer Programming  project mine  numbers (spreadsheet)  project  concatenation computer-science mobile-and-web-development,FALSE
109,Internet of Things V2: Setting up and Using Cloud Services,00:18:42,IoT / Embedded Systems / Data Engineering,Advanced,4.7,https://youtu.be/hHvMan9HWYI?si=cUNsQVryO6KWvy2F,"Have you wondered what exactly AWS is and why is it important?  Do you want to make informed design decisions about which services to use? Do you want to gain expertise to leverage the cloud for your own projects? In this course, you will learn to interface with the AWS cloud. You will then develop software to send data to and receive data from the cloud. Along the way, you�ll learn how to structure your project with a variety of these difference services.  Learning Goals:  After completing this course, you will be able to:  1) Understand what the cloud is and how it works. 2) Install and configure the AWS CLI and SDK on a Linux system. 3) Use various AWS services such as EC2, IoT, and many more. 4) Build projects that heavily leverage the cloud. 5) Integrate the cloud into embedded systems.",project  Cloud Computing  interfaces  internet of things  Communication  modeling  application programming interfaces  linux on embedded systems  internet  web physical-science-and-engineering electrical-engineering,FALSE
110,JavaScript Variables and Assignment Operators,00:12:48, Web Development,Beginner,4.8,https://youtu.be/nbX0MIV7-Ek?si=GsvOQm0lnlSCWfJN,"In this beginning-level project you will work with JavaScript variables and assignment operators by writing and testing JavaScript code using the Notepad++ text editor and the Chrome browser. Since variables are used as containers to hold values in JavaScript, knowing how to use them is an essential skill for a JavaScript programmer. You will learn how to create a variable, name it correctly, and use it to store a data value using an assignment operator.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Web Development  html  Javascript  null coalescing operator  data type  ternary conditional operator  text editors  project  private network  modulo operation computer-science mobile-and-web-development,FALSE
111,Advanced System Security Topics,00:07:12,Cybersecurity,Advanced,4.4,https://youtu.be/8bz_pWaxDMo?si=61zaXuQzpzakpHbX,"In this MOOC, we learn RBAC and ABAC access control to facilitate the specification and management of  access policies. We learn examples of how RBAC is supported by modern systems such as Docker and AWS IAM. We learn XACML 3.0 and an ABAC implementation for controling secure access to web documents and network resources with attribute certificates, and XACML architecture components.   We show how to exhance the data security with GeoEncryption, Secure Enhanced Geolocking, and R2D2  concepts which deliver data to right places via right path.  We show how Google Map and Web Crytpo  API can be integrated for encrypted document on web browser without download apps and associate them with geolocking area to restrict unauthorize and improper accesses.",System Security  encryption  authorization certificate  authentication  extensibility  web browsers  security  public-key cryptography  access control  specification (technical standard) computer-science computer-security-and-networks,FALSE
112,Web Application Security Testing with Burp Suite,02:33:38,Cybersecurity,Intermediate,3.9,https://www.youtube.com/live/ZBi8Qa9m5c0?si=BZe87T418asDNDlH,"By the end of this project, you will learn the fundamentals of how to use Burp Suite Community Edition. This tool helps security professionals and penetration testers assess web application vulnerabilities. This course includes steps on how to configure the proxy between the browser and web application to intercept, view, alter, and forward HTTP requests and responses, and then analyze the results of your modifications. This course will also explain how to use a dictionary list to brute force logins, and how to exploit file upload and SQL injection vulnerabilities.",Software Security  burp suite  hypertext transfer protocol  security  web application security  sql injection  penetration test  web application  web  internet security computer-science computer-security-and-networks,FALSE
113,Logistic Regression with NumPy and Python,00:14:03,Machine Learning / Data Science,Beginner,4.5,https://youtu.be/YYEJ_GUguHw?si=QhIjeDVZWBUvoR77,"Welcome to this project-based course on Logistic with NumPy and Python. In this project, you will do all the machine learning without using any of the popular machine learning libraries such as scikit-learn and statsmodels. The aim of this project and is to implement all the machinery, including gradient descent, cost function, and logistic regression, of the various learning algorithms yourself, so you have a deeper understanding of the fundamentals. By the time you complete this project, you will be able to build a logistic regression model using Python and NumPy, conduct basic exploratory data analysis, and implement gradient descent from scratch. The prerequisites for this project are prior programming experience in Python and a basic understanding of machine learning theory.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, NumPy, and Seaborn pre-installed.",Logistic Regression  Machine Learning  supply chain  Regression Analysis  project mine  Python Programming  project  Computer Programming  Numpy  Regression data-science machine-learning,FALSE
114,Create a Boggle Word Solver using recursion in Python,00:18:34,Software Development,Beginner,4.2,https://youtu.be/FFQ-nbul6VY?si=NJF-PtYRkx510J8f,"In this 1-hour long project-based course, you will have created a Boggle Word Solver in Python by defining various functions that load a 4x4 game board based on input, recursively searches in all allowed directions for plausible words using Depth First Traversal, and then prints out the valid words based on length constraints and by cross-checking whether the word exists in the stored dictionary. You will also learn to store the dictionary in a trie data structure which makes for more efficient lookups.   This guided project is aimed at learners who are wanting to  learn or practice recursion and graph traversal concepts in Python by developing a fun game. Understanding DFS and recursion is essential and will greatly expand your programming potential as they are used at the base of various algorithms. Implementing a prefix tree will also help you understand a new efficient data structure.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",tree structure  lookup table  trie  Data Structures  tree traversal  Python Programming  ?-recursive function  euler's totient function  ordered pair  recursion computer-science software-development,FALSE
115,Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications,00:07:31,Machine Learning / Data Science,Advanced,5,https://youtu.be/yQTh-0gobcM?si=8LWhpJQ-5kIwzt8f,"This course is designed for application developers who wants to deploy computer vision inference workloads using the Intel� Distribution of OpenVINOTM toolkit. The course looks at computer vision neural network models from a variety of popular machine learning frameworks and covers writing a portable application capable of deploying inference on a range of compute devices.   The course is targeted for application developers, and places focus on examples and discussion of the development workflow. As such, the discussions include not only the details about how to use the toolkit itself, but topics like how to take benchmarks to compare compute devices or what to do when you encounter issues. The course is made so that it serves as a how-to guide for developing a computer vision inference deployment with the toolkit. By the end of the course, students will have the skillset necessary to deploy their own computer vision application using the toolkit.",mobile application testing  learning tools interoperability  archimate  sakai (software)  learnability  Computer Vision  microprocessor  opms  application framework  computer accessibility computer-science software-development,FALSE
116,Analysis of Variance with ANOVA in Google Sheets,00:01:55,Statistics / Data Science,Beginner,3.9,https://youtu.be/8jKI3ngimx4?si=rpPgPgjkg_dOYGo1,"In every domain it is critical to decision making to understand whether differences exist between two or more groups of things or outcomes. In this course you will test for differences with the One-Way ANOVA analysis of variance technique. You will also learn how to design the test and apply tactics so that you are able to confidently report statistical significance between and within groups if it exists. For this course, we will work side-by-side in the free-to-use software Google Sheets.  By the end of this course, you will be able to apply ANOVA and post hoc tests using any spreadsheet software and you will be able to confidently report levels of statistical significance in groups.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",software  relative change and difference  General Statistics  Box Plot  post hoc analysis  Autoregressive Integrated Moving Average  verification and validation  Null Hypothesis  analysis of variance  Statistical Significance data-science data-analysis,FALSE
117,(Non) Status quo Attitudes with NetLogo,00:04:10,Machine Learning / Data Science,Conversant,Not Calibrated,https://youtu.be/DSo2IDPS3tQ?si=9_eZ3lfHYWKV2T_y,"Have you ever wondered what is behind different cultural traits and attitudes towards the status quo? Or more broadly, what influences the Zeitgeist of a society? Generally speaking, when it comes to changing (or not) the current spirit and state of affairs of a given society or community, some people show themselves as idealists, and they can even inspire others. At the same time, some other people are traditionalists, and some are just neutral about how things are. In this guided-project you will develop an agent-based model using NetLogo that tries to use these personas to touch and generate insights around theses questions. And while doing so, you will gain some hands-on knowledge on model building and debugging.  Note: This project works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",constant (computer programming)  interact  euler's totient function  presentation  modeling  simulation  phenomenon  Influencing  debugging  Computer Programming physical-science-and-engineering research-methods,FALSE
118,Genomic Data Science Capstone,00:02:50, Data Science,Advanced,4.5,https://youtu.be/NQNxs8VTXQU?si=TLIXDZLo6-wzxlTq,"In this culminating project, you will deploy the tools and techniques that you've mastered over the course of the specialization. You'll work with a real data set to perform analyses and prepare a report of your findings.",Bioinformatics  molecular biology  Biostatistics  Data Analysis  gene  genetics  computational biology  analysis  genomics  forgetting data-science data-analysis,FALSE
119,AI Capstone Project with Deep Learning,00:41:02,Machine Learning / Data Science,Beginner,4.2,https://youtu.be/tHzJMATAL0U?si=oLga3Yya_7mGVDMy,"In this capstone, learners will apply their deep learning knowledge and expertise to a real world challenge.  They will use a library of their choice to develop and test a deep learning model. They will load and pre-process data for a real problem, build the model and validate it. Learners  will then present a project report to demonstrate the validity of their model and their proficiency in the field of Deep Learning. Learning Outcomes: �\tdetermine what kind of deep learning method to use in which situation �\tknow how to build a deep learning model to solve a real problem  �\tmaster the process of creating  a deep learning pipeline  �\tapply knowledge of deep learning to improve models using real data �\tdemonstrate ability to present and communicate outcomes of deep learning projects",modeling  Deep Learning  Apache Spark  Tensorflow  Validation Set  system image  Keras  PyTorch  Linear Classifier  Machine Learning data-science machine-learning,FALSE
120,Java Built in Data Structures,01:39:49,Software Development,Beginner,Not Calibrated,https://youtu.be/8MmMm2-kJV8?si=BuMpkbnnUGoomwMS,"In this project you will read weather data from a file and populate a Java ArrayList with the file data. The data is then uniquified in a Set data structure and stored in a HashMap for accessing data by year.  Java's collections framework contains data structures that are built for efficiency. They are used to store and retrieve data in various formats. A list such as an ArrayList can be used in place of an array to contain data where the size cannot be determined ahead of time. A LinkeList is like an ArrayList, except elements can be more quickly added and deleted from it, since no shifting needs to occur. A Hashmap is used to quickly look up a value based on a key rather than a numerical index, for example, to look up a phone number based on a key containing a person's name. A Set may be used to remove duplicates from a list, simply by assigning the data to it.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",value-based pricing  project  index  telephone number  sorting  java collections framework  ordered pair  arrays  Data Structures  dynamic array computer-science software-development,FALSE
121,Networks and Communications Security,00:12:25,Cybersecurity,Advanced,4.7,https://youtu.be/ly8ikWtAY7s?si=oSlKZA9Nmyacsl7r,"Welcome to Networks and Communications Security Course! In the Networks and Communications Security Course, you will learn about the network structure, data transmission methods, transport formats, and the security measures used to maintain integrity, availability, authentication, and confidentiality of the information being transmitted. Concepts for both public and private communication networks will be discussed.  Course Objectives 1. Describe network-related security issues 2. Identify protective measures for telecommunication technologies 3. Define processes for controlling network access 4. Identify processes for managing LAN-based security 5. Describe procedures for operating and configuring networked-based security devices 6. Define procedures to implement and operate wireless technologies",sublayer  virtual circuit  security  virtual lan  wireless  fibre channel over ethernet  virtual private lan service  domain name system  control plane  data link layer information-technology security,FALSE
122,3D Data Visualization for Science Communication,00:57:26,Data Visualization / Data Science,Advanced,4.3,https://youtu.be/50vJxPJOY_w?si=qoBXYvUhuF0Y3SLr,"This course is an introduction to 3D scientific data visualization, with an emphasis on science communication and cinematic design for appealing to broad audiences. You will develop visualization literacy, through being able to interpret/analyze (read) visualizations and create (write) your own visualizations.  By the end of this course, you will: -Develop visualization literacy. -Learn the practicality of working with spatial data. -Understand what makes a scientific visualization meaningful. -Learn how to create educational visualizations that maintain scientific accuracy. -Understand what makes a scientific visualization cinematic. -Learn how to create visualizations that appeal to broad audiences. -Learn how to work with image-making software. (for those completing the Honors track)",Map  visualization software  software  Cinematography  virtual camera system  process  Computer Graphics  audience  credit  Data Visualization data-science data-analysis,FALSE
123,Advanced Linear Models for Data Science 2: Statistical Linear Models,00:12:40,Statistics / Data Science,Intermediate,4.6,https://youtu.be/WWqE7YHR4Jc?si=IlnotUp_OQMXWLuk,"Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:  - A basic understanding of linear algebra and multivariate calculus. - A basic understanding of statistics and regression models. - At least a little familiarity with proof based mathematics. - Basic knowledge of the R programming language.  After taking this course, students will have a firm foundation in a linear algebraic treatment of regression modeling. This will greatly augment applied data scientists' general understanding of regression models.",t distribution  General Statistics  Estimation  Square (Algebra)  rank (linear algebra)  linear model  Quadratic Form  Multivariate Normal Distribution  independent and identically distributed random variables  linearity data-science probability-and-statistics,FALSE
124,Logistic Regression with Python and Numpy,00:14:03,Machine Learning / Data Science,Beginner,4.5,https://youtu.be/YYEJ_GUguHw?si=MpWhPnNhRRrLpaqJ,"In this 2-hour long project-based course, you will learn how to implement Logistic Regression using Python and Numpy. Logistic Regression is an important fundamental concept if you want break into Machine Learning and Deep Learning. Even though popular machine learning frameworks have implementations of logistic regression available, it's still a great idea to learn to implement it on your own to understand the mechanics of optimization algorithm, and the training and validation process.  Since this is a practical, project-based course, you will need to have a theoretical understanding of logistic regression, and gradient descent. We will focus on the practical aspect of implementing logistic regression with gradient descent, but not on the theoretical aspect.  By the end of this course, you would create and train a logistic model that will be able to predict if a given image is of hand-written digit zero or of hand-written digit one. The model will be able to distinguish between images or 0s and 1s, and it will do that with a very high accuracy. Not only that, your implementation of the logistic model will also be able to solve any generic binary classi?cation problem. You will still have to train model instances on speci?c datasets of course, but you won�t have to change the implementation and it will be re-usable. The dataset for images of hand written digits comes from the popular MNIST dataset. This data set consists of images for the 10 hand-written digits (from 0 to 9), but since we are implementing logistic regression, and are looking to solve binary classi?cation problems - we will work with examples of hand written zeros, and hand written ones and we will ignore examples of rest of the digits.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Machine Learning  Logistic Regression  reusability  binary number  Python Programming  Regression  mathematical optimization  calibration  supply chain  Numpy data-science machine-learning,FALSE
125,Palo Alto Networks Cybersecurity Gateway II,00:21:01,Cybersecurity,Advanced,4.6,https://youtu.be/xLmW48yc_hU?si=NxOJztuL8I5VgNQI,"Cybersecurity Gateway II   Gateway II Course Description Gateway II provides the student with a full understanding of the fundamental tenants of networking and covers the general concepts involved in maintaining a secure network computing environment. Upon successful completion of this course, students will be able to fully examine, describe general networking fundamentals and implement basic networking configuration techniques.   Gateway II Learning Objectives:  Upon completion of this course, students will be able to:  �\tExamine cybersecurity landscape environments, attack threat vectors, exposure, vulnerabilities, and risk factors.  �\tAccurately explain common use of cloud, virtualization, storage, backup, and recovery procedures.  �\tApply the knowledge and skills necessary to plan, design, implement, troubleshoot, and maintain network infrastructure environments.",computer appliance  encryption  scalability  Troubleshooting  network appliances  Networking Hardware  Network Security  security  Operations Management  Cloud Computing information-technology security,FALSE
126,Version Control of a Python Project using Git,00:07:15,Software Development,Intermediate,4.6,https://youtu.be/Yc8sCSeMhi4?si=tYr0061Vbz1-AHHK,"Version Control Systems keep track of files by saving changes over time. For example, a developer can make changes to a file and check the file in to the system. The system will create a version for that file and any other files that were changed. If any subsequent changes are made later that prove to break the software, a previous working version of the software can be recalled. Git was developed to provide an efficient means of version control and was originally developed to track Linux Kernel development.  In this course, you will create a local Git repository using an existing directory structure containing directories and files. You will use Git commands such as add, commit, and status to commit changes to your local Git repository.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",software  Python Programming  saving  directory structure  Average  project  commit (version control)  version control  Machine Learning  Deep Learning computer-science software-development,FALSE
127,Basic Recommender Systems,00:08:17,Machine Learning / Data Science,Beginner,Not Calibrated,https://youtu.be/n3RKsY2H-NE?si=xG9m8UUylQcp921h,"This course introduces you to the leading approaches in recommender systems. The techniques described touch both collaborative and content-based approaches and include the most important algorithms used to provide recommendations. You'll learn how they work, how to use and how to evaluate them, pointing out benefits and limits of different recommender system alternatives.   After completing this course, you'll be able to describe the requirements and objectives of recommender systems based on different application domains. You'll know how to distinguish recommender systems according to their input data, their internal working mechanisms, and their goals. You�ll have the tools to measure the quality of a recommender system and to incrementally improve it with the design of new algorithms. You'll learn as well how to design recommender systems tailored for new application domains, also considering surrounding social and ethical issues such as identity, privacy, and manipulation.  Providing affordable, personalised and high-quality recommendations is always a challenge! This course also leverages two important EIT Overarching Learning Outcomes (OLOs), related to creativity and innovation skills. In trying to design a new recommender system you need to think beyond boundaries and try to figure out how you can improve the quality of the predictions. You should also be able to use knowledge, ideas and technology to create new or significantly improved recommendation tools to support choice-making processes and strategies in different and innovative scenarios, for a better quality of life.",recommender systems  rule-based system  matrices  Collaboration  Similarity Measure  relative change and difference  family  modeling  Algorithms  preference data-science data-analysis,FALSE
128,Building AI Applications with Watson APIs,01:23:18,Machine Learning,Intermediate,3.8,https://youtu.be/pe2MZKpbHdc?si=6I3DRm8dkK7ctzep,"A learner will be able to write an application that leverages multiple Watson AI services (Discovery, Speech to Text, Assistant, and Text to Speech). By the end of the course, they�ll learn best practices of combining Watson services, and how they can build interactive information retrieval systems with Discovery + Assistant.",weak ai  e-nable  Python Programming  application programming interfaces  Cloud Computing  extract  Computer Programming  Average  Machine Learning  enabling data-science machine-learning,FALSE
129,Data Analytics:  Scraping Data using Hadley Wickam's Rvest package in R,00:09:30,Data Analysis,Intermediate,4.2,https://youtu.be/aFpnpTXjOxY?si=rqfm3vTtYwJZS8Td,"In this 1-hour long project-based course, you will learn how to (complete a training and test set using an R function, practice looking at data distribution using R and ggplot2, Apply a Random Forest model to the data using the FFTrees package in R, and examine the results using a Confusion Matrix.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",CSS  Microsoft Excel  project  web scraping  euler's totient function  Deep Learning  R Programming  Machine Learning  Data Analysis  analytics data-science data-analysis,FALSE
130,End-to-End Machine Learning with TensorFlow on GCP,00:56:54,Machine Learning / Data Science,Advanced,4.5,https://youtu.be/9prOimLom6E?si=xN0bSN1CYEXTFKsH,"In the first course of this specialization, we will recap what was covered in the  Machine Learning with TensorFlow on Google Cloud Platform Specialization (https://www.coursera.org/specializations/machine-learning-tensorflow-gcp).  One of the best ways to review something is to work with the concepts and technologies that you have learned.  So, this course is set up as a workshop and in this workshop, you will do End-to-End Machine Learning with TensorFlow on Google Cloud Platform  Prerequisites: Basic SQL, familiarity with Python and TensorFlow  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Tensorflow  bigquery  Machine Learning  Cloud Platforms  Google Cloud Platform  dataflow  Cloud Computing  Human Learning  Apache  deployment environment data-science data-analysis,FALSE
131,Computer Vision - Image Basics with OpenCV and Python,00:20:37,Image Processing / Computer Vision,Intermediate,4.2,https://youtu.be/kSqxn6zGE0c?si=H-30vuaXFUYwbSaS,"In this 1-hour long project-based course, you will learn how to do Computer Vision on images with OpenCV and Python using Jupyter Notebook.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and OpenCV pre-installed.  Prerequisites: In order to be successful in this project, you should have a basic knowledge of Python.   Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",entry point  Computer Vision  image processing  Computer Programming  digital image processing  Machine Learning  opencv  Numpy  Matplotlib  Python Programming data-science machine-learning,FALSE
132,Sample-based Learning Methods,00:03:04,Machine Learning,Intermediate,4.7,https://youtu.be/4iaacvB_XSI?si=x3KXtw_k4DGJdJFI,"In this course, you will learn about several algorithms that can learn near optimal policies based on trial and error interaction with the environment---learning from the agent�s own experience. Learning from actual experience is striking because it requires no prior knowledge of the environment�s dynamics, yet can still attain optimal behavior. We will cover intuitively simple but powerful Monte Carlo methods, and temporal difference learning methods including Q-learning. We will wrap up this course investigating how we can get the best of both worlds: algorithms that can combine model-based planning (similar to dynamic programming) and temporal difference updates to radically accelerate learning.  By the end of this course you will be able to:   - Understand Temporal-Difference learning and Monte Carlo as two strategies for estimating value functions from sampled experience - Understand the importance of exploration, when using sampled experience rather than dynamic programming sweeps within a model - Understand the connections between Monte Carlo and Dynamic Programming and TD.  - Implement and apply the TD algorithm, for estimating value functions - Implement and apply Expected Sarsa and Q-learning (two TD methods for control)  - Understand the difference between on-policy and off-policy control - Understand planning with simulated experience (as opposed to classic planning strategies) - Implement a model-based approach to RL, called Dyna, which uses simulated experience  - Conduct an empirical study to see the improvements in sample efficiency when using Dyna",Human Learning  Machine Learning  reinforcement  Q-Learning  Estimation  monte carlo method  Reinforcement Learning  relative change and difference  bellman equation  temporal difference learning data-science machine-learning,FALSE
133,Cyber Security in Manufacturing,00:14:06,Cyber Security,Beginner,4.7,https://youtu.be/DydeFlYlL4M?si=_Lh7QTQeS1NCS7ke,"The nature of digital manufacturing and design (DM&D), and its heavy reliance on creating a digital thread of product and process data and information, makes it a prime target for hackers and counterfeiters. This course will introduce students to why creating a strong and secure infrastructure should be of paramount concern for anyone operating in the DM&D domain, and measures that can be employed to protect operational technologies, systems and resources.   Acquire knowledge about security needs and the application of information security systems. Build the foundational skills needed in performing a risk assessment of operational and information technology assets. Gain valuable insights of implementing controls to mitigate identified risks.  Main concepts of this course will be delivered through lectures, readings, discussions and various videos.   This is the seventh course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturing�s �Fourth Revolution,�  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal.  To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",Mechatronics  manufacturing process management  microsoft security development lifecycle  intrusion detection systems  authentication  information security  breach (security exploit)  security  supply chain  Operations Management physical-science-and-engineering mechanical-engineering,FALSE
